=== N5 未覆盖名词 (152个) ===
賞品	しょうひん	赏品	prize, trophy
消防	しょうぼう	消防	fire fighting, fire department
省略	しょうりゃく	省略	omission, abbreviation, abridgment
女王	じょおう	女王	queen
食物	しょくもつ	食物	food, foodstuff
食料	しょくりょう	食物；粮食	food
食糧	しょくりょう	粮食	provisions, rations
書斎	しょさい	书房	study, den
女子	じょし	女子	woman, girl
助手	じょしゅ	助手	helper, assistant
署名	しょめい	签名	signature
書物	しょもつ	书物	books
女優	じょゆう	女优	actress
知合い	しりあい	熟人	acquaintance
神経	しんけい	神经	nerve, sensitivity
信仰	しんこう	信仰	(religious) faith, belief
人工	じんこう	人工	artificial, man made, human work
人種	じんしゅ	人种	race (of people)
身体	しんたい	身体	the body
審判	しんぱん	裁判；审判	umpire, referee, judgment
信用	しんよう	信用	confidence, dependence
心理	しんり	心理	mentality
人類	じんるい	人类	mankind, humanity
推薦	すいせん	推荐	recommendation
スケート	スケート	滑冰	skate(s), skating
少しも	すこしも	一点也（不）	anything of, not one bit
スター	スター	明星	star
スタンド	スタンド	架子；看台	stand
済ませる	すませる	完成	to be finished
澄む	すむ	变清澈	to clear (e.g., weather), to become transparent
清む	すむ	变清澈	to clear (e.g., weather), to become transparent
刷る	する	印刷	to print
世紀	せいき	世纪	century
制限	せいげん	限制	restriction, restraint, limitation
性質	せいしつ	性质	nature, property, disposition
成人	せいじん	成人	adult
精々	せいぜい	充其量；至多	at the most, at best
生長	せいちょう	生长	growth
青年	せいねん	青年	youth, young man
製品	せいひん	产品	manufactured goods, finished goods
生命	せいめい	生命	life
石炭	せきたん	煤炭	coal
石油	せきゆ	石油	oil, petroleum, kerosene
世間	せけん	世间；社会	world, society
設計	せっけい	设计	plan, design
相変わらず	あいかわらず	一如既往；照旧	as ever, as usual
愛情	あいじょう	爱情	love, affection
合図	あいず	信号；暗号	sign, signal
愛する	あいする	爱	to love
遭う	あう	遇到	to meet, to encounter (undesirable nuance)
諦める	あきらめる	放弃	to give up, to abandon
飽きる	あきる	厌倦	to get tired of, to lose interest in
握手	あくしゅ	握手	handshake
悪魔	あくま	恶魔	devil, demon, evil spirit
揚げる	あげる	炸；举起	to lift, to fry
挙げる	あげる	饲养	to raise; to list, to cite
暖まる	あたたまる	变暖	to warm up
暖める	あたためる	加热	to warm (up to someone/something), to heat (up to someone/something)
誤り	あやまり	错误	error
現す	あらわす	显示；出现	to show, to appear, to reveal
著す	あらわす	撰写；著述	to write, to publish
現れ	あらわれ	表达	expression, indication, sign
在る; 有る	ある	存在；有	to live, to be, to exist
哀れ	あわれ	可怜	helpless, pity, pathetic
案外	あんがい	出乎意料地	unexpectedly
委員	いいん	委员	committee member
勢い	いきおい	气势；势头；趁势	force, vigor, momentum
生き物	いきもの	生物；活物	living thing, creature
意地悪	いじわる	恶作剧；刁难	malicious, mean, unkind
偉大	いだい	伟大	greatness
一度に	いちどに	一下子；同时	all at once
一家	いっか	一家	family, clan
一種	いっしゅ	一种	a species, a kind, a variety
一層	いっそう	更加；越发	much more, still more
一致	いっち	一致	agreement; conformity
居眠り	いねむり	打瞌睡	dozing, nodding off
違反	いはん	违反	violation (of law), infringement
衣服	いふく	衣服	clothes
今に	いまに	不久	before long, soon
今にも	いまにも	马上就要	at any time, soon
祝い	いわい	庆祝	celebration, festival
言わば	いわば	可以说	so to speak
インク	インク	墨水	ink
引退	いんたい	退休；引退	retirement
インタビュー	インタビュー	采访	interview
引用	いんよう	引用	quotation, citation
ウイスキー	ウイスキー	威士忌	whiskey
宇宙	うちゅう	宇宙	universe, cosmos, space
討つ	うつ	讨伐	to attack, to avenge
撃つ	うつ	射击	to attack, to shoot
映す	うつす	映照；投影	to project, to reflect, to cast (shadow)
写る	うつる	被拍到	to be photographed, to be projected
映る	うつる	映出；显得	to be reflected, to come out (photo)
有無	うむ	有无	yes or no, presence or absence
永遠	えいえん	永远	eternity, perpetuity, immortality
永久	えいきゅう	永久	eternity, perpetuity, immortality
衛星	えいせい	卫星	satellite
延期	えんき	延期	postponement, adjournment
演技	えんぎ	演技	acting, performance
演説	えんぜつ	演说；演讲	speech, address
老い	おい	年老	old age, the aged
追い付く	おいつく	追上	to overtake, to catch up (with)
王様	おうさま	王样	king
王子	おうじ	王子	prince
応じる	おうじる	应对；答应	to adapt, to respond, to comply with
大いに	おおいに	非常；大大地	much, considerably (same as 大変 (たいへん)), greatly
大家	おおや	房东	landlord
起こる	おこる	发生	to occur, to happen
押える	おさえる	按住；抑制	to stop, to restrain, to press down
収める	おさめる	收纳；缴纳	to store to pay, to supply
納める	おさめる	缴纳；收纳	to store to pay, to supply
治める	おさめる	治理	to govern, to manage; to subdue
お辞儀	おじぎ	鞠躬	bow
お洒落	おしゃれ	时髦	smartly dressed, fashion-conscious
お喋り	おしゃべり	聊天；话多	chattering, talk
大人しい	おとなしい	老实的	obedient, docile, quiet
劣る	おとる	逊色	to fall behind, to be inferior to
オフィス	オフィス	办公室	office
溺れる	おぼれる	溺水	to be drowned, to indulge in
お目に掛かる	おめにかかる	拜见（谦逊）	meet ~, see ~
思い付く	おもいつく	想到	to think of, to hit upon
主に	おもに	主要	mainly, primarily
下す	おろす	放下；下达	to lower, to let go down
降ろす	おろす	卸下	to take down, to launch, to drop
卸す	おろす	批发；磨碎	to sell wholesale, grated (vegetables)
温暖	おんだん	温暖	warmth
絵画	かいが	绘画	picture, painting
会合	かいごう	聚会；会合	meeting, assembly
解釈	かいしゃく	解释	explanation, interpretation
外出	がいしゅつ	外出	outing, going out
帰す	かえす	让…回去	to send back
代える	かえる	替换	to exchange, to interchange, to substitute
反る	かえる	弯曲	to warp, to be warped, to curve
香り	かおり	香气	aroma, fragrance
画家	がか	画家	painter
化学	かがく	化学	chemistry
罹る	かかる	患（病）	to suffer from
嗅ぐ	かぐ	闻；嗅	to sniff, to smell
家具	かぐ	家具	furniture
学者	がくしゃ	学者	scholar
学習	がくしゅう	学习	study, learning
隠れる	かくれる	隐藏	to hide, to be hidden
欠ける	かける	缺少	to be lacking
囲む	かこむ	围绕	to surround, to encircle
火災	かさい	火灾	conflagration, fire
重ねる	かさねる	叠放	to pile up, to put something on another, to heap up
飾り	かざり	装饰品	decoration
稼ぐ	かせぐ	赚钱	to earn income, to labor
方々	かたがた	各位	persons
語る	かたる	讲述	to talk, to tell, to recite
勝ち	かち	胜利	win, victory
活気	かっき	活气	vigor; liveliness; vitality; energy
学期	がっき	学期	term (school)
活躍	かつやく	活跃	activity
課程	かてい	课程	course, curriculum
必ずしも	かならずしも	未必	(not) always, (not) necessarily
髪の毛	かみのけ	头发	hair (head)
歌謡	かよう	歌谣	song, ballad
刈る	かる	割；剪（头发）；收割	to cut (hair), to mow (grass), to harvest
可愛そう	かわいそう	可怜的	poor, pitiable, pathetic
可愛らしい	かわいらしい	可爱的	lovely, sweet
渇く	かわく	渴；干渴	to be thirsty
代る	かわる	代替	to take the place of, to relieve, to be substituted for
間隔	かんかく	间隔	space, interval, SPC
観客	かんきゃく	观众	audience, spectator(s)
歓迎	かんげい	欢迎	welcome, reception
観察	かんさつ	观察	observation, survey
勘定	かんじょう	结账；计算	calculation, counting, consideration
感心	かんしん	佩服；钦佩	admiration
関する	かんする	关于	to concern, to be related
関連	かんれん	关联	relation, connection, relevance
議員	ぎいん	议员	member of the Diet, congress, or parliament
器械	きかい	器械；仪器	instrument
効く	きく	有效	to be effective
機嫌	きげん	心情	humor, temper, mood
生地	きじ	布料；面团	fabric; dough
技師	ぎし	技师；工程师	engineer, technician
記者	きしゃ	记者	reporter
気体	きたい	气体	vapor, gas
議長	ぎちょう	议长	chairman
気に入る	きにいる	中意	to like, to be please
記念	きねん	纪念	commemoration, memory
気の毒	きのどく	可怜；过意不去	pitiful, a pity
決まり	きまり	规定；决定	settlement, conclusion, rule
奇妙	きみょう	奇妙	strange, queer, curious
疑問	ぎもん	疑问	question, problem, doubt
キャプテン	キャプテン	队长	captain
キャンプ	キャンプ	营地	camp
休暇	きゅうか	休假	vacation, holiday, day off
急激	きゅうげき	急剧	sudden, precipitous, radical
救助	きゅうじょ	救助	relief, aid, rescue
休息	きゅうそく	休息	rest, relief, relaxation
競技	きょうぎ	竞技；比赛	game, match, contest
行儀	ぎょうぎ	礼仪；规矩	manners
教授	きょうじゅ	教授	teaching, instruction; professor
強調	きょうちょう	强调	emphasis, stress, stressed point
共通	きょうつう	共通；共同	commonness, mutual
共同	きょうどう	共同	cooperation, association, collaboration
巨大	きょだい	巨大	huge, gigantic, enormous
嫌う	きらう	讨厌	to hate, to dislike, to loathe
金額	きんがく	金额	amount of money
金庫	きんこ	保险箱；金库	safe, vault
金銭	きんせん	金钱	money, cash
金属	きんぞく	金属	metal
近代	きんだい	近代	modern times
金融	きんゆう	金融	finance, money and banking
食う	くう	吃（粗俗）	(male) (vulg.) to eat
偶然	ぐうぜん	偶然	(by) chance, unexpectedly
腐る	くさる	腐烂	to rot, to go bad
下り	くだり	下行	down-train (going away from Tokyo)
苦痛	くつう	痛苦	pain, agony
区別	くべつ	区别	distinction, differentiation, classification
組合	くみあい	组合	association, union
汲む	くむ	汲取	to draw, to scoop, to pump
酌む	くむ	斟酒	to serve sake
クラシック	クラシック	古典	classic(s)
グラス	グラス	玻璃	glass; grass
グランド	グランド	操场	gland, grand, (electrical) ground
狂う	くるう	发疯；失常	to go mad, to get out of order
苦しむ	くるしむ	受苦	to suffer, to groan, to be worried
暮れ	くれ	年末	year end
咥える	くわえる	叼着	to hold something in the mouth
加わる	くわわる	加入	to join in, to accede to
軍隊	ぐんたい	军队	army, troops
訓練	くんれん	训练	practice, training
警告	けいこく	警告	warning
刑事	けいじ	刑事案件；刑警	criminal case, (police) detective
経由	けいゆ	经由	go by the way, via
劇場	げきじょう	剧场	theater, playhouse
決心	けっしん	决心	determination, resolution
決定	けってい	决定	decision, determination
蹴る	ける	踢	to kick
現状	げんじょう	现状	present condition, status quo
建設	けんせつ	建设	construction, foundation
建築	けんちく	建筑	construction, architecture
見当	けんとう	见当	estimate, guess
現場	げんば	现场	actual spot, scene, field
幸運	こううん	幸运	good luck, fortune
講演	こうえん	演讲	lecture, talk
硬貨	こうか	硬币	coin
高価	こうか	高价	high price
豪華	ごうか	豪华	luxurious, gorgeous, extravagance
攻撃	こうげき	攻击	attack, strike, offensive
後者	こうしゃ	后者	the latter
公正	こうせい	公正	justice, fairness, impartiality
構成	こうせい	构成	organization, composition
強盗	ごうとう	抢劫	robbery, burglary
幸福	こうふく	幸福	happiness, blessedness
公平	こうへい	公平	fairness, impartial, justice
考慮	こうりょ	考虑	consideration, taking into account
コーチ	コーチ	教练	coach
凍る	こおる	冻结	to freeze, to be frozen over, to congeal
ゴール	ゴール	目标	goal
呼吸	こきゅう	呼吸	breath, respiration
国語	こくご	国语	national language
国籍	こくせき	国籍	nationality
黒板	こくばん	黑板	blackboard
穀物	こくもつ	谷物	grain, cereal, corn
胡椒	こしょう	胡椒	pepper
超す	こす	超过	to cross, to pass, to tide over
国家	こっか	国家	state, country, nation
国会	こっかい	国会	National Diet, parliament, congress
国境	こっきょう	国境	national or state border
小包	こづつみ	包裹	parcel, package
小麦	こむぎ	小麦	wheat
小屋	こや	小屋；棚子	hut, cabin, shed
殺す	ころす	杀	to kill
混雑	こんざつ	拥挤；混乱	confusion, congestion
婚約	こんやく	订婚	engagement, betrothal
財産	ざいさん	财产	property, fortune, assets
幸い	さいわい	幸运	fortunately; luckily
逆らう	さからう	违抗	to go against, to oppose, to disobey
裂く	さく	撕裂；劈开	to tear, to split
作物	さくもつ	作物	produce (e.g., agricultural), crops
刺す	さす	刺；扎；蛰	to sting, to bite (e.g., bug), to prick, to stab
挿す	さす	插入	to insert, to put in, to graft
注す	さす	倒（饮料）；注入	to pour (drink), to serve (drinks)
射す	さす	照射	to shine, to strike
作曲	さっきょく	作曲	composition (of music)
砂漠	さばく	沙漠	desert
万一	まんいち	万一	by some chance, if by any chance
見送り	みおくり	送别	seeing one off
味方	みかた	伙伴；己方	ally, supporter
満ちる	みちる	充满；涨满	to be full, to mature
土産	みやげ	特产；伴手礼	souvenir
診る	みる	检查	to examine (a patient)
ミルク	ミルク	牛奶	milk
蒸す	むす	蒸；闷热	to steam, to poultice, to be sultry
結ぶ	むすぶ	系；缔结	to tie, to bind, to link
名詞	めいし	名词	noun
命じる	めいじる	命令	to order, to command, to appoint
名人	めいじん	名人；高手	master, expert
命令	めいれい	命令	order, command, decree
目上	めうえ	上级；长辈	person of higher status; one's senior
滅多に	めったに	很少	rarely (with neg. verb), seldom
持ち上げる	もちあげる	抬起；举起；奉承	to raise, to lift up, to flatter
用いる	もちいる	使用	to use, to make use of
尤も	もっとも	有道理；不过	quite right, plausible, natural
基づく	もとづく	基于	to be grounded on, to be based on
物音	ものおと	声响	sounds
物語	ものがたり	故事	tale, story, legend
物事	ものごと	事物；事情	things, everything
燃やす	もやす	燃烧	to burn
模様	もよう	花纹；图案	pattern, figure, design
文句	もんく	不满；抱怨；措辞	a complaint
訳す	やくす	翻译	to translate
雇う	やとう	雇佣	to employ, to hire
屋根	やね	屋顶	roof
破れる	やぶれる	破裂	to get torn, to wear out
辞める	やめる	辞职	to retire
優秀	ゆうしゅう	优秀	superiority, excellence
優勝	ゆうしょう	优胜	overall victory, championship
有能	ゆうのう	有才能的	able, capable, efficient
ユーモア	ユーモア	幽默	humor
愉快	ゆかい	愉快的	pleasant, happy
茹でる	ゆでる	煮沸	to boil
夜明け	よあけ	黎明	dawn, daybreak
容易	ようい	容易	easy, simple, plain
陽気	ようき	开朗的；晴朗的	season, weather, cheerfulness
要求	ようきゅう	要求	request, demand
用心	ようじん	小心；留意	care, precaution, caution
要するに	ようするに	总之	in a word, after all, in short …
要素	ようそ	要素	element
ヨーロッパ	ヨーロッパ	欧洲	Europe
予期	よき	预期	expectation, forecast
横切る	よこぎる	横穿	to cross (e.g., arms), to traverse
汚す	よごす	弄脏	to pollute, to make dirty
止す	よす	停止；放弃	to cease, to give up
寄せる	よせる	收集	to collect, to gather, to put aside
ヨット	ヨット	帆船	yacht
世の中	よのなか	社会	society, the world
余分	よぶん	多余	extra, excess, surplus
予防	よぼう	预防	prevention, protection against
ラケット	ラケット	球拍	racket
利口	りこう	聪明	clever, shrewd, bright
離婚	りこん	离婚	divorce
例外	れいがい	例外	exception
連想	れんそう	连想	association (of ideas), suggestion
連続	れんぞく	连续	consecutive, continuity, continuing
ロケット	ロケット	火箭	locket, rocket
論じる	ろんじる	讨论	to argue, to discuss
論争	ろんそう	论争	controversy, dispute
僅か	わずか	仅仅	only, merely, a little
我々	われわれ	我们	we
当り	あたり	命中；每	hit, success, reaching the mark
宛てる	あてる	寄给	to address, to put
アンケート	アンケート	问卷	questionnaire (FRE: enquete), survey
医院	いいん	诊所（日本的）	doctor's office (surgery), clinic
意地	いじ	倔强；好胜心	disposition, spirit, obstinacy, appetite
依然	いぜん	依然；仍然	still, as yet
傷める	いためる	损伤；弄坏	to damage, to impair, to spoil
炒める	いためる	炒；翻炒	to stir-fry
一帯	いったい	一带	a region, the whole place
衣料	いりょう	衣料；服装面料	clothing
負う	おう	承担	to bear, to owe
織る	おる	织	to weave
欠く	かく	缺乏	to lack, to crack
学歴	がくれき	学历	academic background
賭ける	かける	赌；押注	to bet, to risk, to gamble
加味	かみ	考虑；调味	seasoning, flavoring
狩り	かり	狩猎；打猎	hunting
刊行	かんこう	出版；刊行	publication, issue
慣行	かんこう	惯例	customary practice, habit, traditional event
歓声	かんせい	欢声	cheer, shout of joy
官僚	かんりょう	官僚	bureaucrat, bureaucracy
器官	きかん	器官	organ (of body, instrument)
季刊	きかん	季刊	quarterly (e.g., magazine)
起源	きげん	起源	origin, beginning, rise
機構	きこう	机构	mechanism, organization
丘陵	きゅうりょう	丘陵	hill
協議	きょうぎ	协议	conference, discussion, negotiation
協調	きょうちょう	协调	co-operation, conciliation, harmony
計器	けいき	仪表；计量器	meter, gauge
契機	けいき	契机	opportunity, chance
形態	けいたい	形态	form, shape, figure
血管	けっかん	血管	blood vessel
決行	けっこう	决定执行	doing (with resolve), carrying out (e.g., a plan)
公演	こうえん	公演	public performance
航海	こうかい	航海	sail, voyage
拘束	こうそく	约束；拘束	restriction, restraint
荒廃	こうはい	荒废	ruin
降伏	こうふく	投降	capitulation, surrender, submission
語句	ごく	语句	words, phrases
個々	ここ	各个；每个	individual, one by one
故人	こじん	故人；已故的人	the deceased
コンテスト	コンテスト	比赛	contest
採集	さいしゅう	采集	collecting, gathering
絶滅	ぜつめつ	灭绝	destruction, extinction
攻める	せめる	进攻	to attack, to assault
専攻	せんこう	专业；主修	major subject, special study
前者	ぜんしゃ	前者	the former
前進	ぜんしん	前进	advance, drive, progress
宣伝	せんでん	宣传	advertisement, publicity
騒音	そうおん	噪音	noise
相続	そうぞく	继承	succession, inheritance
装置	そうち	装置	equipment, installation, apparatus
具える	そなえる	具备；配备	to be furnished with
蕎麦	そば	荞麦面	soba (buckwheat noodles)
損害	そんがい	损害	damage, loss
尊重	そんちょう	尊重	respect, esteem, regard
体育	たいいく	体育	physical education, gymnastics, athletics
大気	たいき	大气	atmosphere
代金	だいきん	货款；费用	price, cost
対照	たいしょう	对照	contrast, antithesis, comparison
大戦	たいせん	大战	great war, great battle
大統領	だいとうりょう	总统	president
大半	たいはん	大半；大部分	most of, majority, mostly
代表	だいひょう	代表	representative, delegation
大部分	だいぶぶん	大部分	most part, majority
タイプライター	タイプライター	打字机	typewriter
逮捕	たいほ	逮捕	arrest, apprehension, capture
題名	だいめい	题名	title
ダイヤ	ダイヤ	时刻表；钻石	(railway) schedule; diamond
平ら	たいら	平坦的	flatness, level, smooth
代理	だいり	代理	representation, proxy, deputy
大陸	たいりく	大陆	continent
倒す	たおす	打倒	to throw down, to beat
多少	たしょう	多少	a little (same as 少し (すこし))
戦い	たたかい	战斗	battle, fight
立ち上がる	たちあがる	站起来	to stand up
建つ	たつ	建成	to stand; to be built , to erect, to be erected
達する	たっする	达到；到达	to reach, to get to
足袋	たび	日式分趾袜	Japanese socks (with split toe)
騙す	だます	欺骗	to trick, to cheat, to deceive
偶々	たまたま	偶然；碰巧	unexpectedly, accidentally, by chance
溜める	ためる	积攒	to accumulate, to collect
便り	たより	来信；消息	news, correspondence, letter
男子	だんし	男子	young man
単純	たんじゅん	単纯	simplicity
ダンス	ダンス	舞蹈	dance
団体	だんたい	团体	organization, association
地位	ちい	地位	(social) position, status
知恵	ちえ	智慧	wisdom, wit, intelligence
違いない	ちがいない	一定是；没错	(phrase) sure, no mistaking it, for certain
近頃	ちかごろ	最近；近来	lately, recently, nowadays
地球	ちきゅう	地球	the earth
地区	ちく	地区	district, section
知事	ちじ	知事；（日本）县长	prefectural governor
知能	ちのう	智能	intelligence, brains
地平線	ちへいせん	地平线	horizon
中古	ちゅうこ	二手的	used, second-hand
中止	ちゅうし	中止	suspension, stoppage, discontinuance
昼食	ちゅうしょく	午餐	lunch (same as 昼ご飯 (ひるごはん))
中心	ちゅうしん	中心	center, core
長期	ちょうき	长期	long time period
頂上	ちょうじょう	顶上	top, summit, peak
直接	ちょくせつ	直接	direct, immediate, firsthand
著者	ちょしゃ	著者	author, writer
散らす	ちらす	散开	to scatter, to disperse, to distribute
散る	ちる	散落	to fall, to scatter (e.g., blossoms)
遂に	ついに	终于；到底	finally, at last
通過	つうか	通过	passage through, passing
通貨	つうか	货币	currency
通学	つうがく	通学	commuting to school
通行	つうこう	通行	passage, passing
通じる	つうじる	通；精通	to run to, to lead to, to communicate
通信	つうしん	通信	correspondence, communications
掴む	つかむ	抓住	to seize, to catch, to grasp
付合う	つきあう	交往；陪同	to associate with, to keep company with, to get on with
就く	つく	就任；从事	to settle in (place), to take (seat position), to study (under teacher)
次ぐ	つぐ	仅次于	to rank next to, to come after
着ける	つける	穿上；戴上	to put on, to wear; to draw up
包み	つつみ	包裹	bundle, package
務め	つとめ	义务	duty
繋げる	つなげる	连接	to connect
積もる	つもる	积累	to pile up
出合い	であい	相遇	an encounter
デート	デート	日期	date (in the sense of 'social engagement' only)
出来事	できごと	出来事	incident happening, event
適する	てきする	适合	to fit, to suit
手品	てじな	魔术；戏法	conjuring trick, magic
徹底	てってい	彻底	thoroughness, completeness
鉄道	てつどう	铁道	railway; railroad
典型	てんけい	典型	type, pattern, archetypal
テント	テント	帐篷	tent
天然	てんねん	天然	nature, spontaneity
答案	とうあん	答案；试卷	examination paper, examination script
同一	どういつ	同一	identity, sameness, similarity
銅貨	どうか	铜币	copper coin
当時	とうじ	当时	at that time, in those days (same as そのころ)
動詞	どうし	动词	verb
投票	とうひょう	投票	voting, poll
東洋	とうよう	东方；东洋	Orient
同様	どうよう	同样	identical, same (kind), like
童謡	どうよう	童谣	children's song, nursery rhyme
通り過ぎる	とおりすぎる	经过；路过	to pass, to pass through
溶く	とく	溶解	to dissolve (paint)
退く	どく	退下	to retreat, to recede, to withdraw
特長	とくちょう	特长	forte, merit
独立	どくりつ	独立	independence (e.g., Ind. Day), self-support
解ける	とける	解开；能解决	to come untied, to come apart
登山	とざん	登山	mountain-climbing
途端	とたん	刚…就…	just (now, at the moment, etc.)
突然	とつぜん	突然	abruptly, suddenly, unexpectedly
トップ	トップ	顶部	top
飛ばす	とばす	使飞	to skip over, to omit
飛び出す	とびだす	飞出	to jump out, to rush out, to fly out
留める	とめる	固定；留住	to fasten, to turn off, to detain
泊める	とめる	留宿	to have someone stay (over night)
共に	ともに	一起；共同	sharing with, participate in
トラック	トラック	卡车	truck; (running) track
トランプ	トランプ	扑克牌	playing cards (lit: trump)
取り上げる	とりあげる	拿起；取消	to take up, to pick up; to confiscate
トレーニング	トレーニング	训练	training
トンネル	トンネル	隧道	tunnel
半ば	なかば	中间	middle, halfway
中味	なかみ	内容；里面的东西	contents, interior, filling
亡くす	なくす	丧失（亲人）	to lose someone
殴る	なぐる	殴打	to strike; to hit; to punch
怠ける	なまける	偷懒	to be idle, to neglect
生る	なる	结果实	to bear fruit
馴れる	なれる	驯服；习惯	to become domesticated, to become tame
何とか	なんとか	想办法；总算	somehow, anyhow, one way or another
煮える	にえる	煮沸	to boil, to cook, to be cooked
日光	にっこう	日光	sunlight
入場	にゅうじょう	入场	entrance, admission, entering
煮る	にる	煮沸	to boil, to cook
濡らす	ぬらす	弄湿	to wet, to soak
熱帯	ねったい	热带	tropics
熱中	ねっちゅう	热衷；沉迷	enthusiasm, zeal, mania
年中	ねんじゅう	全年；总是	whole year, always, everyday
年代	ねんだい	年代	age, era, period
農家	のうか	农家	farmer, farm family
農民	のうみん	农民	farmers, peasants
載せる	のせる	刊登；装载	to place on (something); to publish
除く	のぞく	去除	to remove, to exclude, to except
望み	のぞみ	愿望	wish, desire, (a) hope
ノック	ノック	敲门	knock; fungo (baseball)
伸ばす	のばす	伸长	to extend, to stretch, to reach out
延びる	のびる	延长；推迟	to be prolonged
上る	のぼる	上升；登上	to ascend, to go up, to climb
昇る	のぼる	（日月）升起	to arise, to ascend, to go up
パーセント	パーセント	百分比	percent
バイオリン	バイオリン	小提琴	violin
ハイキング	ハイキング	远足	hiking
パイプ	パイプ	管子	pipe; channels official or otherwise
俳優	はいゆう	演员	actor, actress, performer
パイロット	パイロット	飞行员	pilot
馬鹿	ばか	马鹿	fool, idiot
博士	はかせ	博士	doctorate, PhD., doctor
計る	はかる	测量	to measure, to weigh, to survey
量る	はかる	测量	to measure, to weigh, to survey
掃く	はく	扫；打扫	to sweep, to brush, to gather up
莫大	ばくだい	莫大的；巨大的	enormous, vast
爆発	ばくはつ	爆发	explosion, detonation, eruption
破産	はさん	破产	(personal) bankruptcy
外れる	はずれる	脱落；偏离	to be disconnected, to be out (e.g., of gear)
発車	はっしゃ	发车	departure of a vehicle
発射	はっしゃ	发射	firing, shooting, discharge
罰する	ばっする	惩罚	to punish, to penalize
発達	はったつ	发达	development, growth
発展	はってん	发展	development, growth, progress
発明	はつめい	发明	invention
放す	はなす	分开	to separate, to set free
放れる	はなれる	脱离；离开	to leave, to get free, to cut oneself off
羽根	はね	羽毛	feather
反抗	はんこう	反抗	opposition, resistance
ハンサム	ハンサム	英俊	handsome
ピクニック	ピクニック	野餐	picnic
悲劇	ひげき	悲剧	tragedy
美人	びじん	美女	beautiful person (woman)
引越し	ひっこし	搬家	moving, changing residence
必死	ひっし	拼命的；必死的	desperation, frantic, inevitable result
引っ張る	ひっぱる	拉；拽；拖延	to pull, to stretch, to drag
等しい	ひとしい	相等的	equal
独り	ひとり	独自；单身	alone, unmarried
批評	ひひょう	批评	criticism, review, commentary
広める	ひろめる	推广；传播	to broaden, to propagate
武器	ぶき	武器	weapon, arms
含める	ふくめる	包含	to include
不自由	ふじゆう	不便；不自由	discomfort, disability, inconvenience
婦人	ふじん	妇人	woman (same as 女性 (じょせい)、女の人 (おんなのひと))
不正	ふせい	不正当	injustice, unfairness
舞台	ぶたい	舞台	stage (theater)
再び	ふたたび	再次	again, once more, a second time
不通	ふつう	不通；中断	blockade, interruption, stoppage
物理	ぶつり	物理	physics
不平	ふへい	不满；牢骚	complaint, discontent, dissatisfaction
殖やす	ふやす	增加	to increase, to add to
プラス	プラス	加；正	plus
プラスチック	プラスチック	塑料	plastic
文明	ぶんめい	文明	civilization
宝石	ほうせき	宝石	gem, jewel
包装	ほうそう	包装	packing, wrapping
豊富	ほうふ	丰富	abundance, plenty
吠える	ほえる	吠叫；咆哮	to bark, to howl
ボーイ	ボーイ	服务生	porter; boy
ボート	ボート	小船	rowing boat
保存	ほぞん	保存	preservation, conservation
微笑む	ほほえむ	微笑	to smile
本物	ほんもの	真品；真货	genuine article
マーケット	マーケット	市场	market
マイク	マイク	麦克风	mic
マイナス	マイナス	减；负	minus
蒔く	まく	播种	to sow (seeds)
撒く	まく	散开	to scatter, to sprinkle, to sow
混ざる	まざる	混合	to be mixed, to mingle with
交ざる	まざる	混杂	to be mixed, to mingle with
混じる	まじる	混入	to be mixed, to mingle with
交じる	まじる	混杂	to be mixed, to mingle with
増す	ます	增加	to increase, to gain
マスター	マスター	掌握；老板	bar owner, master (e.g., arts, science)
混ぜる	まぜる	混合	to mix, to stir
真似	まね	模仿	mimicry, imitation, behavior
招く	まねく	邀请	to invite
裂ける	さける	裂开	to split, to tear, to burst
裁く	さばく	判断	to judge
酸化	さんか	酸化	oxidation
視覚	しかく	视觉	sense of sight, vision
指揮	しき	指挥	command, direction
磁気	じき	磁气	magnetism
磁器	じき	瓷器	porcelain, china
字体	じたい	字体	font, lettering
辞退	じたい	推辞	refusal
脂肪	しぼう	脂肪	fat, grease
志望	しぼう	志愿；志向	wish, desire, ambition
修飾	しゅうしょく	修饰	ornamentation; modification (gram)
私用	しよう	私用	personal use, private business
生涯	しょうがい	一生	one's lifetime
正体	しょうたい	真面目；本来面目	natural shape, one's true colors, true character
女史	じょし	女士（尊称）	Ms.
助詞	じょし	助词	(gram) particle(s), postposition
ショック	ショック	震惊	shock
新興	しんこう	新兴	rising, developing, emergent
申告	しんこく	申报	report, statement
真理	しんり	真理	truth
水洗	すいせん	冲洗	flushing
擦る	する	摩擦；擦	to rub, to chafe
正規	せいき	正规	regular, legitimate
精巧	せいこう	精巧	elaborate, delicate, exquisite
精算	せいさん	精算	exact calculation, adjustment
成年	せいねん	成年	majority, adult age
声明	せいめい	声明	declaration, statement, proclamation
姓名	せいめい	姓名	full name
生理	せいり	生理	physiology, menses
先行	せんこう	先行	preceding, going first
選考	せんこう	选拔；甄选	selection, screening
添う	そう	伴随；陪伴	to accompany, to comply with
捜査	そうさ	搜查	search (esp. in criminal investigations, investigation)
操縦	そうじゅう	操纵	management, control, manipulation
創造	そうぞう	创造	creation
退学	たいがく	退学	dropping out of school
タイトル	タイトル	标题	title
ダウン	ダウン	下降	down
高まる	たかまる	高涨	to rise; to grow; to mount
